MUNICIPIO_CIRCUNSCRICAO,DP_CIRCUNSCRICAO ,Nº DE VÍT HD,MÊS ESTATISTICA,ANO_BO,MUNICIPIO_ELABORACAO,SEXO,IDADE_PESSOA,COR_PELE,PROFISSAO,NATUREZA_APURADA
Ourinhos,002 DP - Ourinhos,1,Janeiro,2019,OURINHOS,Feminino,59,Branca,COMERCIANTE,HOMICÍDIO DOLOSO
Poloni,DM - Poloni,1,Janeiro,2019,POLONI,Feminino,54,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
São José do Rio Preto,005 DP - São José do Rio Preto,1,Janeiro,2019,S.JOSE DO RIO PRETO,Feminino,37,Parda,ENFERMEIRO(A),HOMICÍDIO DOLOSO
Praia Grande,DM - Praia Grande,1,Janeiro,2019,PRAIA GRANDE,Feminino,39,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO
Sarapuí,DM - Sarapuí,1,Janeiro,2019,SARAPUI,Feminino,41,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Tatuí,DM - Tatuí,1,Janeiro,2019,TATUI,Feminino,38,Branca,AUXILIAR DE PRODUCAO,HOMICÍDIO DOLOSO
Francisco Morato,DM - Francisco Morato,1,Janeiro,2019,FRANCISCO MORATO,Feminino,39,Preta,NAO INFORMADA,HOMICÍDIO DOLOSO
Santa Isabel,DM - Santa Isabel,1,Janeiro,2019,S.ISABEL,Feminino,40,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,040 DP - Vila Santa Maria,1,Fevereiro,2019,S.PAULO,Feminino,26,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,032 DP - Itaquera,1,Fevereiro,2019,S.PAULO,Feminino,27,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Campinas,009 DP - Campinas,1,Fevereiro,2019,CAMPINAS,Feminino,53,Branca,COMERCIANTE,HOMICÍDIO DOLOSO
Barretos,001 DP - Barretos,1,Fevereiro,2019,BARRETOS,Feminino,63,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Jeriquara,DM - Jeriguara,1,Fevereiro,2019,JERIQUARA,Feminino,60,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
São Carlos,005 DP - São Carlos,1,Fevereiro,2019,S.CARLOS,Feminino,34,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Praia Grande,002 DP - Praia Grande,1,Fevereiro,2019,PRAIA GRANDE,Masculino,36,Parda,CABELEIREIRO(A),HOMICÍDIO DOLOSO
Cesário Lange,DM - Cesário Lange,1,Fevereiro,2019,CESARIO LANGE,Feminino,27,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Barueri,002 DP - de Barueri,1,Fevereiro,2019,BARUERI,Feminino,56,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Cajamar,DM - Cajamar,1,Fevereiro,2019,CAJAMAR,Feminino,29,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Mauá,003 DP - Mauá,1,Fevereiro,2019,MAUA,Feminino,37,Parda,MEDICO(A),HOMICÍDIO DOLOSO
São Caetano do Sul,002 DP - S. Caetano do Sul,1,Fevereiro,2019,S.CAETANO DO SUL,Feminino,38,Branca,TECNICO EM VETERINARIA,HOMICÍDIO DOLOSO
São Paulo,065 DP - Artur Alvim,1,Março,2019,S.PAULO,Feminino,27,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Campinas,004 DP - Campinas,1,Março,2019,CAMPINAS,Feminino,40,Preta,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Borborema,DM - Borborema,1,Março,2019,IBITINGA,Feminino,29,Branca,DESEMPREGADO,HOMICÍDIO DOLOSO
Marília,003 DP - Marília,1,Março,2019,MARILIA,Feminino,37,Parda,DESEMPREGADO,HOMICÍDIO DOLOSO
Itajobi,DM - Itajobi,1,Março,2019,ITAJOBI,Feminino,25,Branca,CABELEIREIRO(A),HOMICÍDIO DOLOSO
São Vicente,003 DP - São Vicente,1,Março,2019,S.VICENTE,Feminino,28,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Palmital,DM - Palmital,1,Março,2019,PALMITAL,Feminino,41,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Carapicuíba,001 DP - Carapicuiba,1,Março,2019,CARAPICUIBA,Feminino,46,Parda,AJUDANTE GERAL,HOMICÍDIO DOLOSO
Guarulhos,001 DP - Guarulhos,1,Março,2019,GUARULHOS,Feminino,52,Branca,DENTISTA,HOMICÍDIO DOLOSO
Guararema,DM - Guararema,1,Março,2019,GUARAREMA,Feminino,22,Parda,ESTUDANTE,HOMICÍDIO DOLOSO
Santo André,003 DP - Santo André,1,Março,2019,S.ANDRE,Feminino,21,Branca,TECNICO EM ENFERMAGEM,HOMICÍDIO DOLOSO
Santo André,005 DP - Santo André,1,Março,2019,S.ANDRE,Feminino,38,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Bernardo do Campo,006 DP - São Bernardo do Campo,1,Março,2019,S.BERNARDO DO CAMPO,Feminino,26,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO
São Paulo,046 DP - Perus,1,Abril,2019,S.PAULO,Feminino,24,Branca,AGENTE DE SEGURANCA,HOMICÍDIO DOLOSO
São Paulo,073 DP - Jaçanã,1,Abril,2019,S.PAULO,Feminino,24,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,021 DP - Vila Matilde,1,Abril,2019,S.PAULO,Feminino,38,Branca,RECEPCIONISTA,HOMICÍDIO DOLOSO
São Paulo,025 DP - Parelheiros,1,Abril,2019,S.PAULO,Feminino,41,Branca,OPERADOR DE CAIXA,HOMICÍDIO DOLOSO
São José dos Campos,007 DP - São Jose dos Campos,1,Abril,2019,S.JOSE DOS CAMPOS,Feminino,70,Branca,DESEMPREGADO(A),HOMICÍDIO DOLOSO
São José dos Campos,007 DP - São Jose dos Campos,1,Abril,2019,S.JOSE DOS CAMPOS,Feminino,28,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Mirandópolis,DM - Mirandópolis,1,Abril,2019,MIRANDOPOLIS,Feminino,35,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Franca,004 DP - Franca,1,Abril,2019,FRANCA,Feminino,30,Preta,NAO INFORMADA,HOMICÍDIO DOLOSO
Dumont,DM - Dumont,1,Abril,2019,DUMONT,Feminino,22,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Marília,004 DP - Marília,1,Abril,2019,MARILIA,Feminino,20,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Tatuí,001 DP - Tatuí,1,Abril,2019,TATUI,Feminino,46,Parda,AUTONOMO(A),HOMICÍDIO DOLOSO
Santa Gertrudes,DM - Sta. Gertrudes,1,Abril,2019,RIO CLARO,Feminino,45,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO
Guarulhos,006 DP - Guarulhos,1,Abril,2019,GUARULHOS,Feminino,24,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO
Suzano,002 DP - Suzano,1,Abril,2019,SUZANO,Feminino,19,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Mauá,001 DP - Mauá,1,Abril,2019,MAUA,Feminino,26,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO
São Bernardo do Campo,008 DP - São Bernardo do Campo,1,Abril,2019,S.BERNARDO DO CAMPO,Feminino,33,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,016 DP - Vila Clementino,1,Maio,2019,S.PAULO,Feminino,64,Branca,APOSENTADO(A),HOMICÍDIO DOLOSO
São Paulo,087 DP - Vila Pereira Barreto,1,Maio,2019,S.PAULO,Feminino,30,Branca,VENDEDOR(A),HOMICÍDIO DOLOSO
São Paulo,009 DP - Carandiru,1,Maio,2019,S.PAULO,Feminino,54,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
São Paulo,020 DP - Água Fria,1,Maio,2019,S.PAULO,Feminino,43,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,047 DP - Capão Redondo,1,Maio,2019,S.PAULO,Feminino,18,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,068 DP - Lajeado,1,Maio,2019,S.PAULO,Feminino,43,Parda,EMPREGADO DOMESTICO,HOMICÍDIO DOLOSO
Campinas,005 DP - Campinas,1,Maio,2019,CAMPINAS,Feminino,28,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO
Campinas,007 DP - Campinas,1,Maio,2019,CAMPINAS,Feminino,21,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Batatais,001 DP - Batatais,1,Maio,2019,BATATAIS,Feminino,70,Branca,APOSENTADO(A),HOMICÍDIO DOLOSO
Ribeirão Preto,002 DP - Ribeirão Preto,1,Maio,2019,RIBEIRAO PRETO,Feminino,61,Branca,PENSIONISTA,HOMICÍDIO DOLOSO
Ribeirão Preto,005 DP - Ribeirão Preto,1,Maio,2019,RIBEIRAO PRETO,Feminino,10,Preta,ESTUDANTE,HOMICÍDIO DOLOSO
Ibaté,DM - Ibaté,1,Maio,2019,S.CARLOS,Feminino,33,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO
Morro Agudo,DM - Morro Agudo,1,Maio,2019,MORRO AGUDO,Feminino,22,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Adamantina,002 DP - Adamantina,1,Maio,2019,S.PAULO,Feminino,30,Branca,AUXILIAR DE SERVIÇOS GERAIS,HOMICÍDIO DOLOSO
Presidente Prudente,006 DP - Presidente Prudente,1,Maio,2019,PRESIDENTE PRUDENTE,Feminino,56,Branca,COPEIRO(A),HOMICÍDIO DOLOSO
Cosmópolis,DM - Cosmópolis,1,Maio,2019,COSMOPOLIS,Feminino,37,Parda,AJUDANTE,HOMICÍDIO DOLOSO
Pirapora do Bom Jesus,DM - Pirapora do Bom Jesus,1,Maio,2019,SANTANA DE PARNAIBA,Feminino,28,Preta,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Cajamar,001 DP - Cajamar,1,Maio,2019,CAJAMAR,Feminino,28,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Guarulhos,002 DP - Guarulhos,1,Maio,2019,GUARULHOS,Feminino,31,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,080 DP - Vila Joaniza,1,Junho,2019,S.PAULO,Feminino,31,Branca,ATENDENTE,HOMICÍDIO DOLOSO
São Paulo,062 DP - Ermelino Matarazzo,1,Junho,2019,S.PAULO,Feminino,26,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Ubatuba,DM - Ubatuba,1,Junho,2019,UBATUBA,Feminino,50,Parda,COMERCIANTE,HOMICÍDIO DOLOSO
Serra Negra,DM - Serra Negra,1,Junho,2019,SERRA NEGRA,Feminino,24,Parda,DESEMPREGADO(A),HOMICÍDIO DOLOSO
Guará,DM - Guará,1,Junho,2019,ITUVERAVA,Feminino,74,Parda,PENSIONISTA,HOMICÍDIO DOLOSO
Dois Córregos,DM - Dois Córregos,1,Junho,2019,JAU,Feminino,53,Branca,RECICLADOR,HOMICÍDIO DOLOSO
Guaimbê,DM - Guaimbe,1,Junho,2019,LINS,Feminino,45,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Populina,DM - Populina,1,Junho,2019,POPULINA,Feminino,25,Branca,FUNCION.PUBLICO MUNICIPAL,HOMICÍDIO DOLOSO
Piracicaba,003 DP - Piracicaba,1,Junho,2019,PIRACICABA,Feminino,16,Parda,ESTUDANTE,HOMICÍDIO DOLOSO
Suzano,DM - Suzano,1,Junho,2019,SUZANO,Feminino,27,Preta,AUTONOMO(A),HOMICÍDIO DOLOSO
Santo André,006 DP - Santo André,1,Junho,2019,S.ANDRE,Feminino,31,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,097 DP - Americanópolis,1,Julho,2019,S.PAULO,Feminino,36,Preta,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,033 DP - Pirituba,1,Julho,2019,S.PAULO,Feminino,34,Branca,CAIXA,HOMICÍDIO DOLOSO
São Paulo,025 DP - Parelheiros,1,Julho,2019,S.PAULO,Feminino,48,Branca,EMPREGADO DOMESTICO,HOMICÍDIO DOLOSO
Votuporanga,002 DP - Votuporanga,1,Julho,2019,VOTUPORANGA,Feminino,43,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO
Suzano,002 DP - Suzano,1,Julho,2019,SUZANO,Feminino,30,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,046 DP - Perus,1,Agosto,2019,S.PAULO,Feminino,22,Parda,DESEMPREGADO(A),HOMICÍDIO DOLOSO
São Paulo,046 DP - Perus,1,Agosto,2019,S.PAULO,Feminino,19,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
São Paulo,087 DP - Vila Pereira Barreto,1,Agosto,2019,S.PAULO,Feminino,33,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO
São Paulo,029 DP - Vila Diva,1,Agosto,2019,S.PAULO,Feminino,24,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
São Paulo,062 DP - Ermelino Matarazzo,1,Agosto,2019,S.PAULO,Feminino,69,Branca,APOSENTADO(A),HOMICÍDIO DOLOSO
Ubatuba,DM - Ubatuba,1,Agosto,2019,UBATUBA,Feminino,43,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Araraquara,002 DP - Araraquara,1,Agosto,2019,ARARAQUARA,Feminino,20,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
Matão,DM - Matão,1,Agosto,2019,MATAO,Feminino,24,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Matão,DM - Matão,1,Agosto,2019,MATAO,Feminino,49,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Agudos,DM - Agudos,1,Agosto,2019,AGUDOS,Feminino,18,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
Limeira,001 DP - Limeira,1,Agosto,2019,LIMEIRA,Feminino,28,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO
Piracicaba,003 DP - Piracicaba,1,Agosto,2019,PIRACICABA,Feminino,47,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Cotia,002 DP - Cotia,1,Agosto,2019,COTIA,Feminino,47,Branca,AUXILIAR DE SERVIÇOS GERAIS,HOMICÍDIO DOLOSO
São Paulo,033 DP - Pirituba,1,Setembro,2019,S.PAULO,Feminino,28,Parda,BALCONISTA,HOMICÍDIO DOLOSO
São Paulo,087 DP - Vila Pereira Barreto,1,Setembro,2019,S.PAULO,Feminino,25,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,047 DP - Capão Redondo,1,Setembro,2019,S.PAULO,Feminino,31,Preta,PROMOTOR DE EVENTOS,HOMICÍDIO DOLOSO
São Paulo,032 DP - Itaquera,1,Setembro,2019,S.PAULO,Feminino,33,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO
São Paulo,062 DP - Ermelino Matarazzo,1,Setembro,2019,S.PAULO,Feminino,71,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
São Paulo,041 DP - Vila Rica,1,Setembro,2019,S.PAULO,Feminino,24,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Cruzeiro,002 DP - Cruzeiro,1,Setembro,2019,CRUZEIRO,Feminino,29,Branca,FUNCION.PUBLICO MUNICIPAL,HOMICÍDIO DOLOSO
Cruzeiro,002 DP - Cruzeiro,1,Setembro,2019,CRUZEIRO,Feminino,10,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
Guaratinguetá,002 DP - Guaratinguetá,1,Setembro,2019,GUARATINGUETA,Feminino,26,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Itápolis,DM - Itápolis,1,Setembro,2019,IBITINGA,Feminino,19,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO
São Carlos,002 DP - São Carlos,1,Setembro,2019,S.CARLOS,Feminino,32,Parda,BALCONISTA,HOMICÍDIO DOLOSO
Bauru,004 DP - Bauru,1,Setembro,2019,BAURU,Feminino,20,Parda,ESTUDANTE,HOMICÍDIO DOLOSO
Ibirá,DM - Ibirá,1,Setembro,2019,S.JOSE DO RIO PRETO,Feminino,22,Branca,VENDEDOR(A),HOMICÍDIO DOLOSO
Adamantina,001 DP - Adamantina,1,Setembro,2019,ADAMANTINA,Feminino,29,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Pirassununga,001 DP - Pirassununga,1,Setembro,2019,PIRASSUNUNGA,Feminino,39,Branca,TECNICO EM ENFERMAGEM,HOMICÍDIO DOLOSO
Barueri,001 DP - Barueri,1,Setembro,2019,BARUERI,Feminino,37,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO
Cajamar,001 DP - Cajamar,1,Setembro,2019,CAJAMAR,Feminino,32,Branca,AUXILIAR DE PRODUCAO,HOMICÍDIO DOLOSO
Ferraz de Vasconcelos,DM - Ferraz de Vasconcelos,1,Setembro,2019,FERRAZ DE VASCONCELOS,Feminino,0,Ignorada,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Bernardo do Campo,008 DP - São Bernardo do Campo,1,Setembro,2019,S.BERNARDO DO CAMPO,Feminino,38,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,030 DP - Tatuapé,1,Outubro,2019,S.PAULO,Feminino,87,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,042 DP - Parque São Lucas,1,Outubro,2019,S.PAULO,Feminino,29,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
São Paulo,048 DP - Cidade Dutra,1,Outubro,2019,S.PAULO,Feminino,52,Preta,ENFERMEIRO(A),HOMICÍDIO DOLOSO
São Paulo,100 DP - Jardim Herculano,1,Outubro,2019,S.PAULO,Feminino,30,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,069 DP - Teotônio Vilela,1,Outubro,2019,S.PAULO,Feminino,47,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO
Jacareí,002 DP - Jacareí,1,Outubro,2019,JACAREI,Feminino,57,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Taubaté,003 DP - Taubaté,1,Outubro,2019,TAUBATE,Feminino,47,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Campinas,013 DP - Campinas,1,Outubro,2019,CAMPINAS,Feminino,38,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Matão,DM - Matão,1,Outubro,2019,MATAO,Feminino,25,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Ribeirão Preto,004 DP - Ribeirão Preto,1,Outubro,2019,RIBEIRAO PRETO,Feminino,28,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Óleo,DM - Oleo,1,Outubro,2019,BERNARDINO DE CAMPOS,Feminino,40,Branca,EMPREGADO DOMESTICO,HOMICÍDIO DOLOSO
São José do Rio Preto,003 DP - São José do Rio Preto,1,Outubro,2019,S.JOSE DO RIO PRETO,Feminino,72,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São José do Rio Preto,003 DP - São José do Rio Preto,1,Outubro,2019,S.JOSE DO RIO PRETO,Feminino,31,Branca,COMERCIANTE,HOMICÍDIO DOLOSO
Peruíbe,001 DP - Peruíbe,1,Outubro,2019,PERUIBE,Feminino,26,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
Hortolândia,002 DP - Hortolândia,1,Outubro,2019,HORTOLANDIA,Feminino,26,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO
Piracicaba,005 DP - Piracicaba,1,Outubro,2019,PIRACICABA,Feminino,32,Branca,GERENTE,HOMICÍDIO DOLOSO
São Pedro,DM - São Pedro,1,Outubro,2019,S.PEDRO,Feminino,56,Branca,MANICURE,HOMICÍDIO DOLOSO
São Bernardo do Campo,008 DP - São Bernardo do Campo,1,Outubro,2019,S.BERNARDO DO CAMPO,Feminino,56,Branca,VENDEDOR(A),HOMICÍDIO DOLOSO
São Paulo,059 DP - Jardim Noemia,1,Novembro,2019,S.PAULO,Feminino,55,Parda,COZINHEIRO(A),HOMICÍDIO DOLOSO
São Paulo,062 DP - Ermelino Matarazzo,1,Novembro,2019,S.PAULO,Feminino,39,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Taubaté,003 DP - Taubaté,1,Novembro,2019,TAUBATE,Feminino,27,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Mogi Mirim,001 DP - Mogi Mirim,1,Novembro,2019,MOGI MIRIM,Feminino,30,Branca,CABELEIREIRO(A),HOMICÍDIO DOLOSO
Mogi Mirim,002 DP - Mogi Mirim,1,Novembro,2019,MOGI MIRIM,Feminino,42,Branca,COZINHEIRO(A),HOMICÍDIO DOLOSO
Araraquara,002 DP - Araraquara,1,Novembro,2019,ARARAQUARA,Feminino,25,Parda,GARÇON(ETE),HOMICÍDIO DOLOSO
Barretos,003 DP - Barretos,1,Novembro,2019,BARRETOS,Feminino,36,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Agudos,DM - Agudos,1,Novembro,2019,AGUDOS,Feminino,31,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Pirajuí,DM - Pirajui,1,Novembro,2019,PIRAJUI,Feminino,40,Branca,MANICURE,HOMICÍDIO DOLOSO
Dois Córregos,DM - Dois Córregos,1,Novembro,2019,DOIS CORREGOS,Feminino,30,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Jaú,004 DP - Jaú,1,Novembro,2019,JAU,Feminino,40,Preta,AUXILIAR DE LIMPEZA,HOMICÍDIO DOLOSO
Marília,001 DP - Marília,1,Novembro,2019,MARILIA,Feminino,31,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Manuel,DM - São Manuel,1,Novembro,2019,S.MANUEL,Feminino,22,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
Piracicaba,007 DP - Piracicaba,1,Novembro,2019,PIRACICABA,Feminino,36,Branca,OUTROS,HOMICÍDIO DOLOSO
Guarulhos,009 DP - Guarulhos,1,Novembro,2019,GUARULHOS,Feminino,26,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Mogi das Cruzes,002 DP - Mogi das Cruzes,1,Novembro,2019,MOGI DAS CRUZES,Feminino,34,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO
Osasco,007 DP - Osasco,1,Novembro,2019,OSASCO,Feminino,19,Branca,DESEMPREGADO,HOMICÍDIO DOLOSO
São Paulo,016 DP - Vila Clementino,1,Dezembro,2019,S.PAULO,Feminino,39,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,016 DP - Vila Clementino,1,Dezembro,2019,S.PAULO,Feminino,39,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,020 DP - Água Fria,1,Dezembro,2019,S.PAULO,Feminino,88,Preta,PENSIONISTA,HOMICÍDIO DOLOSO
São Paulo,020 DP - Água Fria,1,Dezembro,2019,S.PAULO,Feminino,53,Preta,AGENTE OPERACIONAL,HOMICÍDIO DOLOSO
São Paulo,020 DP - Água Fria,1,Dezembro,2019,S.PAULO,Feminino,84,Preta,MODELISTA,HOMICÍDIO DOLOSO
São Paulo,055 DP - Parque São Rafael,1,Dezembro,2019,S.PAULO,Feminino,17,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Santa Branca,DM - Santa Branca,1,Dezembro,2019,JACAREI,Feminino,38,Branca,SEM PROFISSAO DEFINIDA,HOMICÍDIO DOLOSO
Campinas,011 DP - Campinas,1,Dezembro,2019,CAMPINAS,Feminino,30,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Várzea Paulista,DM - Várzea Pta.,1,Dezembro,2019,VARZEA PAULISTA,Feminino,23,Branca,CABELEIREIRO(A),HOMICÍDIO DOLOSO
Américo Brasiliense,DM - Américo Brasiliense,1,Dezembro,2019,ARARAQUARA,Feminino,18,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
Américo Brasiliense,DM - Américo Brasiliense,1,Dezembro,2019,ARARAQUARA,Feminino,34,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Araraquara,001 DP - Araraquara,1,Dezembro,2019,ARARAQUARA,Feminino,44,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Santa Rita do Passa Quatro,DM - Sta R. do Passa 4,1,Dezembro,2019,S.RITA PASSA QUATRO,Feminino,71,Branca,APOSENTADO(A),HOMICÍDIO DOLOSO
Morro Agudo,DM - Morro Agudo,1,Dezembro,2019,MORRO AGUDO,Feminino,20,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Jaci,DM - Jaci,1,Dezembro,2019,MIRASSOL,Feminino,19,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
Itanhaém,003 DP - Itanhaem,1,Dezembro,2019,ITANHAEM,Feminino,43,Branca,AUTONOMO(A),HOMICÍDIO DOLOSO
São Vicente,002 DP - São Vicente,1,Dezembro,2019,S.VICENTE,Feminino,36,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO
Itaporanga,DM - Itaporanga,1,Dezembro,2019,ITAPORANGA,Feminino,51,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO
Votorantim,003 DP - Votorantim,1,Dezembro,2019,VOTORANTIM,Feminino,36,Branca,DESEMPREGADO,HOMICÍDIO DOLOSO
Regente Feijó,DM - Regente Feijó,1,Dezembro,2019,REGENTE FEIJO,Feminino,21,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO
Casa Branca,DM - Casa Branca,1,Dezembro,2019,CASA BRANCA,Feminino,29,Preta,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Leme,002 DP - Leme,1,Dezembro,2019,LEME,Feminino,68,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Limeira,002 DP - Limeira,1,Dezembro,2019,LIMEIRA,Feminino,28,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Piracicaba,006 DP - Piracicaba,1,Dezembro,2019,PIRACICABA,Feminino,33,Branca,AUTONOMO(A),HOMICÍDIO DOLOSO
Poá,DM - Poá,1,Dezembro,2019,POA,Feminino,16,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
Osasco,010 DP - Osasco,1,Dezembro,2019,OSASCO,Feminino,27,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO
São Caetano do Sul,002 DP - S. Caetano do Sul,1,Dezembro,2019,S.CAETANO DO SUL,Feminino,42,Amarela,ANALISTA,HOMICÍDIO DOLOSO
São Paulo,045 DP - Vila Brasilândia,1,Janeiro,2020,S.PAULO,Feminino,27,Parda,BALCONISTA,HOMICÍDIO DOLOSO
São Paulo,074 DP - Jaraguá,1,Janeiro,2020,S.PAULO,Feminino,21,Branca,VENDEDOR(A),HOMICÍDIO DOLOSO
São Paulo,100 DP - Jardim Herculano,1,Janeiro,2020,S.PAULO,Feminino,28,Branca,AUXILIAR DE ESCRITÓRIO,HOMICÍDIO DOLOSO
São Paulo,044 DP - Guaianazes,1,Janeiro,2020,S.PAULO,Feminino,29,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São José dos Campos,003 DP - São Jose dos Campos,1,Janeiro,2020,S.JOSE DOS CAMPOS,Feminino,57,Parda,BALCONISTA,HOMICÍDIO DOLOSO
Campinas,003 DP - Campinas,1,Janeiro,2020,CAMPINAS,Feminino,29,Branca,ASSISTENTE ADMINISTRATIVO,HOMICÍDIO DOLOSO
